firmware_offset	source_file	source_line	length	string
0x00008a52	lib/EpdFont/FontDecompressor.cpp	69	33	Decompression failed for group %u
0x00008af6	lib/EpdFont/FontDecompressor.cpp	167	31	Glyph %u not found in any group
0x00008aa6	lib/EpdFont/FontDecompressor.cpp	358	52	Failed to allocate page buffer (%u bytes, %u glyphs)
0x00035be8	lib/EpdFont/SdCardFont.cpp	437	21	Failed to read header
0x00036676	lib/EpdFont/SdCardFontManager.cpp	57	17	Failed to load %s
0x00009189	lib/Epub/Epub.cpp	16	22	META-INF/container.xml
0x000091b7	lib/Epub/Epub.cpp	16	22	META-INF/container.xml
0x000091de	lib/Epub/Epub.cpp	16	22	META-INF/container.xml
0x000091a0	lib/Epub/Epub.cpp	21	45	Could not find or size META-INF/container.xml
0x000091cf	lib/Epub/Epub.cpp	33	37	Could not read META-INF/container.xml
0x000091f6	lib/Epub/Epub.cpp	39	46	Could not find valid rootfile in container.xml
0x00009226	lib/Epub/Epub.cpp	50	33	Could not find content.opf in zip
0x00009249	lib/Epub/Epub.cpp	60	33	Could not get size of content.opf
0x0000926c	lib/Epub/Epub.cpp	66	34	Could not setup content.opf parser
0x00009290	lib/Epub/Epub.cpp	71	26	Could not read content.opf
0x00009b7d	lib/Epub/Epub.cpp	100	12	"xlink:href="""
0x0006ebfd	lib/Epub/Epub/BookMetadataCache.cpp	14	14	/spine.bin.tmp
0x0006ebf0	lib/Epub/Epub/BookMetadataCache.cpp	15	12	/toc.bin.tmp
0x00009eec	lib/Epub/Epub/BookMetadataCache.cpp	175	45	Could not open EPUB zip for size calculations
0x00009f44	lib/Epub/Epub/BookMetadataCache.cpp	248	46	Warning: Could not get size for spine item: %s
0x00009cdc	lib/Epub/Epub/BookMetadataCache.cpp	405	41	getSpineEntry called but cache not loaded
0x00009d07	lib/Epub/Epub/BookMetadataCache.cpp	410	35	getSpineEntry index %d out of range
0x00009d64	lib/Epub/Epub/BookMetadataCache.cpp	424	39	getTocEntry called but cache not loaded
0x00009d8d	lib/Epub/Epub/BookMetadataCache.cpp	429	33	getTocEntry index %d out of range
0x0000abe4	lib/Epub/Epub/Page.cpp	121	24	Failed to write footnote
0x0000ac1c	lib/Epub/Epub/Page.cpp	152	38	Deserialization failed: Unknown tag %u
0x0000ac44	lib/Epub/Epub/Page.cpp	161	25	Invalid footnote count %u
0x0000ac5f	lib/Epub/Epub/Page.cpp	169	26	Failed to read footnote %u
0x0000ace4	lib/Epub/Epub/Section.cpp	28	33	File not open for writing page %d
0x0000ad07	lib/Epub/Epub/Section.cpp	34	27	Failed to serialize page %d
0x0000aded	lib/Epub/Epub/Section.cpp	91	42	Deserialization failed: Unknown version %u
0x0000ae19	lib/Epub/Epub/Section.cpp	122	47	Deserialization failed: Parameters do not match
0x0000901e	lib/Epub/Epub/Section.cpp	143	21	Failed to clear cache
0x000313eb	lib/Epub/Epub/Section.cpp	143	21	Failed to clear cache
0x0000afaa	lib/Epub/Epub/Section.cpp	196	57	Failed to stream item contents to temp file after retries
0x0000b0cf	lib/Epub/Epub/Section.cpp	219	29	Failed to load CSS from cache
0x0000b0ee	lib/Epub/Epub/Section.cpp	236	35	Failed to parse XML and build pages
0x0000b14a	lib/Epub/Epub/Section.cpp	258	49	Failed to write LUT due to invalid page positions
0x00037a32	lib/Epub/Epub/Section.h	32	10	/sections/
0x00031a43	lib/Epub/Epub/blocks/BlockStyle.h	116	12	Book's Style
0x0000b249	lib/Epub/Epub/blocks/ImageBlock.cpp	47	40	Cache dimension mismatch: %dx%d vs %dx%d
0x00008f9f	lib/Epub/Epub/blocks/ImageBlock.cpp	62	29	Failed to allocate row buffer
0x0000b273	lib/Epub/Epub/blocks/ImageBlock.cpp	71	26	Cache read error at row %d
0x0000b202	lib/Epub/Epub/blocks/ImageBlock.cpp	102	60	Invalid render position: (%d,%d) size (%dx%d) screen (%dx%d)
0x0000b28f	lib/Epub/Epub/blocks/ImageBlock.cpp	117	24	Image file not found: %s
0x0000b2a9	lib/Epub/Epub/blocks/ImageBlock.cpp	124	23	Image file is empty: %s
0x0000b2c2	lib/Epub/Epub/blocks/ImageBlock.cpp	143	30	No decoder found for image: %s
0x0000b2e2	lib/Epub/Epub/blocks/ImageBlock.cpp	151	26	Failed to decode image: %s
0x0000b3bf	lib/Epub/Epub/blocks/TextBlock.cpp	127	53	Deserialization failed: word count %u exceeds maximum
0x0000b2c2	lib/Epub/Epub/converters/ImageDecoderFactory.cpp	38	30	No decoder found for image: %s
0x0000b3fa	lib/Epub/Epub/converters/ImageToFramebufferDecoder.cpp	7	64	Image too large (%dx%d = %d pixels %s), max supported: %d pixels
0x0000b43c	lib/Epub/Epub/converters/ImageToFramebufferDecoder.cpp	15	81	Warning: Unsupported feature '%s' in image '%s'. Image may not display correctly.
0x00008d74	lib/Epub/Epub/converters/JpegToFramebufferConverter.cpp	348	51	Not enough heap for JPEG decoder (%u free, need %u)
0x0000b48f	lib/Epub/Epub/converters/JpegToFramebufferConverter.cpp	354	46	Failed to allocate JPEG decoder for dimensions
0x0000b4bf	lib/Epub/Epub/converters/JpegToFramebufferConverter.cpp	361	47	Failed to open JPEG for dimensions (err=%d): %s
0x00008da9	lib/Epub/Epub/converters/JpegToFramebufferConverter.cpp	384	31	Failed to allocate JPEG decoder
0x0000b48f	lib/Epub/Epub/converters/JpegToFramebufferConverter.cpp	384	31	Failed to allocate JPEG decoder
0x0000b4f0	lib/Epub/Epub/converters/JpegToFramebufferConverter.cpp	397	32	Failed to open JPEG (err=%d): %s
0x0000b512	lib/Epub/Epub/converters/JpegToFramebufferConverter.cpp	405	30	Invalid JPEG dimensions: %dx%d
0x00000750	lib/Epub/Epub/converters/JpegToFramebufferConverter.cpp	476	59	Failed to allocate cache buffer, continuing without caching
0x0000b569	lib/Epub/Epub/converters/JpegToFramebufferConverter.cpp	476	59	Failed to allocate cache buffer, continuing without caching
0x0000b5a6	lib/Epub/Epub/converters/JpegToFramebufferConverter.cpp	486	35	Decode failed (rc=%d, lastError=%d)
0x0000b532	lib/Epub/Epub/converters/PixelCache.h	34	53	Cache buffer too large: %d bytes for %dx%d (limit %d)
0x000007a8	lib/Epub/Epub/converters/PixelCache.h	61	41	Failed to open cache file for writing: %s
0x0000b5cb	lib/Epub/Epub/converters/PixelCache.h	61	41	Failed to open cache file for writing: %s
0x00000540	lib/Epub/Epub/converters/PngToFramebufferConverter.cpp	245	50	Not enough heap for PNG decoder (%u free, need %u)
0x00000578	lib/Epub/Epub/converters/PngToFramebufferConverter.cpp	251	45	Failed to allocate PNG decoder for dimensions
0x000005a8	lib/Epub/Epub/converters/PngToFramebufferConverter.cpp	260	37	Failed to open PNG for dimensions: %d
0x00000578	lib/Epub/Epub/converters/PngToFramebufferConverter.cpp	283	30	Failed to allocate PNG decoder
0x00000604	lib/Epub/Epub/converters/PngToFramebufferConverter.cpp	283	30	Failed to allocate PNG decoder
0x00000624	lib/Epub/Epub/converters/PngToFramebufferConverter.cpp	297	22	Failed to open PNG: %d
0x0000063c	lib/Epub/Epub/converters/PngToFramebufferConverter.cpp	333	99	PNG row buffer too small: need %d bytes for width=%d type=%d, configured PNG_MAX_BUFFERED_PIXELS=%d
0x000006a4	lib/Epub/Epub/converters/PngToFramebufferConverter.cpp	335	56	Aborting decode to avoid PNGdec internal buffer overflow
0x000006fc	lib/Epub/Epub/converters/PngToFramebufferConverter.cpp	340	11	bit depth (
0x00000728	lib/Epub/Epub/converters/PngToFramebufferConverter.cpp	347	35	Failed to allocate gray line buffer
0x00000750	lib/Epub/Epub/converters/PngToFramebufferConverter.cpp	363	59	Failed to allocate cache buffer, continuing without caching
0x0000b569	lib/Epub/Epub/converters/PngToFramebufferConverter.cpp	363	59	Failed to allocate cache buffer, continuing without caching
0x00000790	lib/Epub/Epub/converters/PngToFramebufferConverter.cpp	376	17	Decode failed: %d
0x0000b73c	lib/Epub/Epub/css/CssParser.cpp	56	10	!important
0x0000b65d	lib/Epub/Epub/css/CssParser.cpp	273	10	text-align
0x0000b668	lib/Epub/Epub/css/CssParser.cpp	276	10	font-style
0x0000b673	lib/Epub/Epub/css/CssParser.cpp	279	11	font-weight
0x0000b67f	lib/Epub/Epub/css/CssParser.cpp	282	15	text-decoration
0x0000b68f	lib/Epub/Epub/css/CssParser.cpp	282	15	text-decoration
0x0000b68f	lib/Epub/Epub/css/CssParser.cpp	282	20	text-decoration-line
0x0000b6a4	lib/Epub/Epub/css/CssParser.cpp	285	11	text-indent
0x0000b6b0	lib/Epub/Epub/css/CssParser.cpp	288	10	margin-top
0x0000b6bb	lib/Epub/Epub/css/CssParser.cpp	291	13	margin-bottom
0x0000b6c9	lib/Epub/Epub/css/CssParser.cpp	294	11	margin-left
0x0000b6d5	lib/Epub/Epub/css/CssParser.cpp	297	12	margin-right
0x0000b6e9	lib/Epub/Epub/css/CssParser.cpp	309	11	padding-top
0x0000b6f5	lib/Epub/Epub/css/CssParser.cpp	312	14	padding-bottom
0x0000b704	lib/Epub/Epub/css/CssParser.cpp	315	12	padding-left
0x0000b711	lib/Epub/Epub/css/CssParser.cpp	318	13	padding-right
0x0000b77a	lib/Epub/Epub/css/CssParser.cpp	465	29	Cannot read from invalid file
0x00071974	lib/Epub/Epub/css/CssParser.cpp	666	16	/css_rules.cache
0x0000c0a1	lib/Epub/Epub/htmlEntities.cpp	59	10	&thetasym;
0x0000c469	lib/Epub/Epub/parsers/ChapterHtmlSlimParser.cpp	26	10	blockquote
0x0000c38c	lib/Epub/Epub/parsers/ChapterHtmlSlimParser.cpp	58	11	javascript:
0x0000c318	lib/Epub/Epub/parsers/ChapterHtmlSlimParser.cpp	529	25	Failed to create new page
0x0000c333	lib/Epub/Epub/parsers/ChapterHtmlSlimParser.cpp	536	29	Failed to create initial page
0x0000c2f8	lib/Epub/Epub/parsers/ChapterHtmlSlimParser.cpp	574	30	Failed to get image dimensions
0x0000c352	lib/Epub/Epub/parsers/ChapterHtmlSlimParser.cpp	578	23	Failed to extract image
0x0000c374	lib/Epub/Epub/parsers/ChapterHtmlSlimParser.cpp	612	13	doc-pagebreak
0x0000c3a0	lib/Epub/Epub/parsers/ChapterHtmlSlimParser.cpp	1145	35	Couldn't allocate memory for parser
0x0000c3c5	lib/Epub/Epub/parsers/ChapterHtmlSlimParser.cpp	1173	35	Couldn't allocate memory for buffer
0x0000c3ea	lib/Epub/Epub/parsers/ChapterHtmlSlimParser.cpp	1182	15	File read error
0x0000c3fb	lib/Epub/Epub/parsers/ChapterHtmlSlimParser.cpp	1191	27	"Parse error at line %lu:
%s"
0x0000c2ae	lib/Epub/Epub/parsers/ChapterHtmlSlimParser.cpp	1251	37	!! No text block to make pages for !!
0x0000c3a0	lib/Epub/Epub/parsers/ContainerParser.cpp	9	35	Couldn't allocate memory for parser
0x0000c49a	lib/Epub/Epub/parsers/ContainerParser.cpp	40	15	Parse error: %s
0x0000c4b4	lib/Epub/Epub/parsers/ContainerParser.cpp	71	10	media-type
0x0000c4c9	lib/Epub/Epub/parsers/ContainerParser.cpp	79	29	application/oebps-package+xml
0x000bddb5	lib/Epub/Epub/parsers/ContentOpfParser.cpp	13	24	application/x-dtbncx+xml
0x000bdda0	lib/Epub/Epub/parsers/ContentOpfParser.cpp	16	11	/.items.bin
0x0000c3a0	lib/Epub/Epub/parsers/ContentOpfParser.cpp	38	35	Couldn't allocate memory for parser
0x0000c3c5	lib/Epub/Epub/parsers/ContentOpfParser.cpp	71	35	Couldn't allocate memory for buffer
0x0000c535	lib/Epub/Epub/parsers/ContentOpfParser.cpp	98	11	opf:package
0x0000c528	lib/Epub/Epub/parsers/ContentOpfParser.cpp	103	12	opf:metadata
0x0000c511	lib/Epub/Epub/parsers/ContentOpfParser.cpp	116	10	dc:creator
0x0000c51c	lib/Epub/Epub/parsers/ContentOpfParser.cpp	121	11	dc:language
0x0000c4fb	lib/Epub/Epub/parsers/ContentOpfParser.cpp	126	12	opf:manifest
0x0000c4b4	lib/Epub/Epub/parsers/ContentOpfParser.cpp	190	10	media-type
0x0000c63a	lib/Epub/Epub/parsers/ContentOpfParser.cpp	192	10	properties
0x0000c64f	lib/Epub/Epub/parsers/ContentOpfParser.cpp	243	11	cover-image
0x0000c65d	lib/Epub/Epub/parsers/ContentOpfParser.cpp	243	11	cover-image
0x0000c64f	lib/Epub/Epub/parsers/ContentOpfParser.cpp	245	12	cover-image 
0x0000c65c	lib/Epub/Epub/parsers/ContentOpfParser.cpp	246	12	 cover-image
0x0000c669	lib/Epub/Epub/parsers/ContentOpfParser.cpp	256	11	opf:itemref
0x0000c67b	lib/Epub/Epub/parsers/ContentOpfParser.cpp	311	13	opf:reference
0x0000c689	lib/Epub/Epub/parsers/ContentOpfParser.cpp	325	10	cover-page
0x0000c689	lib/Epub/Epub/parsers/ContentOpfParser.h	67	10	cover-page
0x0000c3a0	lib/Epub/Epub/parsers/TocNavParser.cpp	12	35	Couldn't allocate memory for parser
0x0000c3c5	lib/Epub/Epub/parsers/TocNavParser.cpp	35	35	Couldn't allocate memory for buffer
0x0000c3a0	lib/Epub/Epub/parsers/TocNcxParser.cpp	12	35	Couldn't allocate memory for parser
0x0000c3c5	lib/Epub/Epub/parsers/TocNcxParser.cpp	35	35	Couldn't allocate memory for buffer
0x00008b1f	lib/GfxRenderer/GfxRenderer.cpp	31	43	Compressed font but no FontDecompressor set
0x00008b50	lib/GfxRenderer/GfxRenderer.cpp	82	17	!! No framebuffer
0x00008c12	lib/GfxRenderer/GfxRenderer.cpp	313	17	Font %d not found
0x00008cff	lib/GfxRenderer/GfxRenderer.cpp	831	37	!! Failed to allocate BMP row buffers
0x00008d26	lib/GfxRenderer/GfxRenderer.cpp	850	33	Failed to read row %d from bitmap
0x00008ca9	lib/GfxRenderer/GfxRenderer.cpp	912	43	!! Failed to allocate 1-bit BMP row buffers
0x00008cd6	lib/GfxRenderer/GfxRenderer.cpp	1002	39	Failed to read row %d from 1-bit bitmap
0x00008d49	lib/GfxRenderer/GfxRenderer.cpp	1060	41	!! Failed to allocate polygon node buffer
0x00008c25	lib/GfxRenderer/GfxRenderer.cpp	1578	75	!! BW buffer chunk %zu already stored - this is likely a bug, freeing chunk
0x00008c72	lib/GfxRenderer/GfxRenderer.cpp	1588	53	!! Failed to allocate BW buffer chunk %zu (%zu bytes)
0x00033468	lib/I18n/I18nStrings.cpp	122	10	Nederlands
0x00008d74	lib/JpegToBmpConverter/JpegToBmpConverter.cpp	392	51	Not enough heap for JPEG decoder (%u free, need %u)
0x00008dca	lib/JpegToBmpConverter/JpegToBmpConverter.cpp	406	25	JPEG open failed (err=%d)
0x0000b51a	lib/JpegToBmpConverter/JpegToBmpConverter.cpp	420	22	JPEG dimensions: %dx%d
0x00008e56	lib/JpegToBmpConverter/JpegToBmpConverter.cpp	553	34	JPEG decode failed (rc=%d, err=%d)
0x000337b1	lib/KOReaderSync/ChapterXPathResolver.cpp	54	18	/body/DocFragment[
0x00033794	lib/KOReaderSync/ChapterXPathResolver.cpp	85	27	Failed to create XML parser
0x00033775	lib/KOReaderSync/ChapterXPathResolver.cpp	104	25	Final XML parse error: %s
0x0003377b	lib/KOReaderSync/ChapterXPathResolver.cpp	120	19	XML parse error: %s
0x000d1dc8	lib/KOReaderSync/KOReaderCredentialStore.cpp	24	31	https://sync.koreader.rocks:443
0x000337d8	lib/KOReaderSync/KOReaderCredentialStore.cpp	65	52	Failed to save KOReader credentials during migration
0x00007985	lib/KOReaderSync/KOReaderDocumentId.cpp	47	23	Failed to open file: %s
0x0003582c	lib/KOReaderSync/KOReaderJsonIO.cpp	15	12	password_obf
0x0003586e	lib/KOReaderSync/KOReaderJsonIO.cpp	17	11	matchMethod
0x000358e4	lib/KOReaderSync/KOReaderJsonIO.cpp	29	20	JSON parse error: %s
0x00036f2c	lib/KOReaderSync/KOReaderSyncClient.cpp	16	10	CrossPoint
0x001645f4	lib/KOReaderSync/KOReaderSyncClient.cpp	16	10	CrossPoint
0x00033889	lib/KOReaderSync/KOReaderSyncClient.cpp	86	32	application/vnd.koreader.v1+json
0x000338aa	lib/KOReaderSync/KOReaderSyncClient.cpp	87	11	x-auth-user
0x000338b6	lib/KOReaderSync/KOReaderSyncClient.cpp	88	10	x-auth-key
0x0003193a	lib/KOReaderSync/KOReaderSyncClient.cpp	101	25	No credentials configured
0x000338c8	lib/KOReaderSync/KOReaderSyncClient.cpp	105	11	/users/auth
0x000338d4	lib/KOReaderSync/KOReaderSyncClient.cpp	138	16	/syncs/progress/
0x00034f3b	lib/KOReaderSync/KOReaderSyncClient.cpp	164	21	JSON parse failed: %s
0x000338ec	lib/KOReaderSync/KOReaderSyncClient.cpp	170	10	percentage
0x000338d4	lib/KOReaderSync/KOReaderSyncClient.cpp	191	15	/syncs/progress
0x0003390b	lib/KOReaderSync/KOReaderSyncClient.cpp	191	15	/syncs/progress
0x0003391b	lib/KOReaderSync/KOReaderSyncClient.cpp	216	12	Content-Type
0x000e8675	lib/KOReaderSync/KOReaderSyncClient.cpp	216	12	Content-Type
0x00033928	lib/KOReaderSync/KOReaderSyncClient.cpp	216	16	application/json
0x000e88ff	lib/KOReaderSync/KOReaderSyncClient.cpp	216	16	application/json
0x0003381c	lib/KOReaderSync/KOReaderSyncClient.cpp	243	13	Network error
0x0003382a	lib/KOReaderSync/KOReaderSyncClient.cpp	245	21	Authentication failed
0x0005472c	lib/KOReaderSync/KOReaderSyncClient.cpp	245	21	Authentication failed
0x00033840	lib/KOReaderSync/KOReaderSyncClient.cpp	247	30	Server error (try again later)
0x0003385f	lib/KOReaderSync/KOReaderSyncClient.cpp	249	16	JSON parse error
0x000358e4	lib/KOReaderSync/KOReaderSyncClient.cpp	249	16	JSON parse error
0x000358fa	lib/KOReaderSync/KOReaderSyncClient.cpp	249	16	JSON parse error
0x00033870	lib/KOReaderSync/KOReaderSyncClient.cpp	251	17	No progress found
0x0000c6b1	lib/KOReaderSync/KOReaderSyncClient.cpp	255	13	Unknown error
0x0003904e	lib/KOReaderSync/KOReaderSyncClient.cpp	255	13	Unknown error
0x000390a2	lib/KOReaderSync/KOReaderSyncClient.cpp	255	13	Unknown error
0x00048118	lib/KOReaderSync/KOReaderSyncClient.cpp	255	13	Unknown error
0x000337b1	lib/KOReaderSync/ProgressMapper.cpp	70	18	/body/DocFragment[
0x00006af0	lib/Logging/Logging.cpp	44	16	[%lu] [%s] [%s] 
0x0000c3a0	lib/OpdsParser/OpdsParser.cpp	12	35	Couldn't allocate memory for parser
0x0000c3c5	lib/OpdsParser/OpdsParser.cpp	36	35	Couldn't allocate memory for buffer
0x00033eb4	lib/OpdsParser/OpdsParser.cpp	101	13	{searchTerms}
0x00033ecb	lib/OpdsParser/OpdsParser.cpp	111	25	opds-spec.org/acquisition
0x00033ee5	lib/OpdsParser/OpdsParser.cpp	112	20	application/epub+zip
0x00033efa	lib/OpdsParser/OpdsParser.cpp	123	20	application/atom+xml
0x00008fe7	lib/PngToBmpConverter/PngToBmpConverter.cpp	314	23	Unknown filter type: %d
0x00008e84	lib/PngToBmpConverter/PngToBmpConverter.cpp	405	21	Invalid PNG signature
0x00008ea0	lib/PngToBmpConverter/PngToBmpConverter.cpp	415	18	Missing IHDR chunk
0x00008eb4	lib/PngToBmpConverter/PngToBmpConverter.cpp	437	37	Unsupported compression/filter method
0x00008edb	lib/PngToBmpConverter/PngToBmpConverter.cpp	442	29	Interlaced PNGs not supported
0x00008efa	lib/PngToBmpConverter/PngToBmpConverter.cpp	451	31	Image too large or zero (%ux%u)
0x00008f1b	lib/PngToBmpConverter/PngToBmpConverter.cpp	490	26	Unsupported color type: %d
0x00008f37	lib/PngToBmpConverter/PngToBmpConverter.cpp	496	23	Row too large: %u bytes
